1.575904514217797148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.205649458107735425e-03,1.483182593926064552e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.101184306799565580e-04,4.432966815790465552e-03,1.781550779338881285e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.688961395988428987e-05,1.161063492642730368e-03,5.844211843686118561e-03,2.412285640121662467e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.921352989474989071e-04,7.986645594298806029e-04,7.295796858986341483e-03,1.303022253630773536e-02,2.134854211738667906e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.003511851375694453e-03,1.231110446379176130e-03,6.615108692936328728e-03,2.835312891014112047e-02,3.406668087267181178e-02,2.648101465623858841e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.217509010345284345e-04,4.932819396973936107e-04,1.714805986641546260e-03,1.397540017940853037e-02,1.613971901146315363e-02,2.075887729237117438e-02,4.098143875368471800e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.857735640716483765e-05,1.023951524926790182e-04,3.353335560820498154e-04,3.182111115657039122e-03,3.799607703484592178e-03,4.867066223655588594e-03,1.199163899957298926e-02,5.076154976497401217e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.410384387821577200e-05,1.634802760508902495e-05,5.931028930434472849e-05,6.618126271749429600e-04,8.168740795435497923e-04,1.030810678899742473e-03,3.843723081455959118e-04,1.074996384133485375e-02,5.729624406091395894e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.017186769746084095e-06,2.364902312159870616e-06,1.025832256088700633e-05,1.379012158256468304e-04,1.747215163408757596e-04,1.865077452058611931e-04,8.541080092433011000e-05,4.903245764002317876e-04,9.717553421019748880e-03,6.266291669618975213e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.794007315429144813e-07,3.343875671006503118e-07,1.843644270930074881e-06,2.946132640987228032e-05,3.788129802313934145e-05,3.661440691272101916e-05,1.443077220246573739e-05,1.410598097555425796e-05,1.179029317952139826e-04,1.094490614400045816e-02,6.754200177257845272e-01,0.000000000000000000e+00
4.406815166570111967e-08,5.508855968163401433e-08,4.344008328186782804e-07,8.156864253529935596e-06,1.062917652499814679e-05,8.763618389954256247e-06,2.968175123063547255e-06,2.164407723649596915e-06,1.756365272039659320e-05,2.438148301854326482e-03,5.965937841100311945e-03,7.357031957571021907e-01
